long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,38761594;-34,61549559;1438;LO RAFAEL;RESTAURANTE;INTERNACIONAL;MODERNO;4383 7943;;;MEXICO;1501;;MEXICO 1501;Monserrat;Comuna 1;1097;C1097ABE
-58,37402879;-34,60001383;2375;LORENA BAR;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4311 9578;;;SAN MARTIN;679;;SAN MARTIN 679;San Nicolas;Comuna 1;1004;C1004AAM
-58,43750345;-34,58512787;289;LO ROMUALDO;RESTAURANTE;;;;;;FITZ ROY;1574;;FITZ ROY 1574;Palermo;Comuna 14;1414;C1414CHV
-58,46871671;-34,54920229;2075;LOR SOL;CAFE;MINUTAS;CLASICO PORTEÑO;;;;LARRALDE CRISOLOGO;2435;;LARRALDE, CRISOLOGO AV. 2435;Saavedra;Comuna 12;1429;C1429BTE
-58,46379461;-34,6442438;1175;LOS AMIGOS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4637 6303;;;PERON EVA;3391;;PERON, EVA AV. 3391;Flores;Comuna 7;1406;C1406HNI
-58,47527514;-34,57997433;2762;LOS AMIGOS;RESTAURANTE;TRADICIONAL;MODERNO;4551 8383;;lunes a viernes de 7 a 19 sábado de 7 a 16;TRIUNVIRATO;3899;;TRIUNVIRATO AV. 3899;Villa Ortuzar;Comuna 15;1431;C1431FBB
-58,4711435;-34,66743274;2747;LOS AMIGOS;BAR;PIZZERIA;MODERNO;4638 1696;;;ZELARRAYAN;4796;;ZELARRAYAN 4796;Villa Lugano;Comuna 8;1439;C1439AGF
-58,37400014;-34,60761212;2376;LOS AMIGOS DE CARLITOS;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4371 7707;;lunes a viernes de 11 a 17 y de 19 a 00;SAENZ PEÃƒâ€˜A ROQUE PRES.;519;;SAENZ PEÃƒâ€˜A, ROQUE, PRES. AV. 519;San Nicolas;Comuna 1;;
-58,50854389;-34,65565452;1307;LOS AMIGOS DE SIEMPRE;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4686 1144;;;DE LA TORRE LISANDRO;1731;;DE LA TORRE, LISANDRO 1731;Mataderos;Comuna 9;1440;C1440ECF
-58,39808206;-34,60955853;817;LOS ANDES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4951 7487;;;RIVADAVIA AV;2235;;RIVADAVIA AV. 2235;Balvanera;Comuna 3;1034;
-58,39582349;-34,60330676;816;LOS ASTROS;RESTAURANTE;INTERNACIONAL;;4953 7166;;;LAVALLE;2020;;LAVALLE 2020;Balvanera;Comuna 3;1051;C1051ABF
-58,4000971;-34,63746258;1574;LOS CAMIONEROS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;LUNA;105;;LUNA 105;Parque Patricios;Comuna 4;1437;C1437FEE
-58,37458579;-34,6380593;919;LOS CAMPEONES;;PIZZERIA;CLASICO PORTEÑO;4301 7813;www.lamorfi.com.ar;;MONTES DE OCA MANUEL;856;;MONTES DE OCA, MANUEL 856;Barracas;Comuna 4;1270;C1270AAV
-58,43160326;-34,62551359;1021;LOS CAPITELES DE GOYENA;RESTAURANTE;DE AUTOR;RUSTICA;4921 2546;restobar@loscapiteles.com;;GOYENA PEDRO;301;;GOYENA, PEDRO AV. 301;Caballito;Comuna 6;1424;C1424BSD
-58,48788114;-34,60990013;2693;LOS CAZADORES;RESTAURANTE;;;4501 2795;;;ALVAREZ JONTE;3199;;ALVAREZ JONTE AV. 3199;Villa Del Parque;Comuna 11;1416;C1416EYD
-58,45850786;-34,61603789;1176;LOS CEDROS;RESTAURANTE;ARABE;MODERNO;4631 3978;;;ALVAREZ DONATO Tte. Gral.;900;;ALVAREZ, DONATO, Tte. Gral. 900;Flores;Comuna 7;1406;C1406BOT
-58,43953571;-34,60558281;1022;LOS CHANCHITOS;RESTAURANTE;PARRILLA;RUSTICA;4856 6535;;;GALLARDO ANGEL;601;;GALLARDO, ANGEL AV. 601;Villa Crespo;Comuna 15;1405;C1405DJG
-58,46842289;-34,63317179;1177;LOS CHICOS;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4612 4099;;;SAN PEDRITO;198;;SAN PEDRITO AV. 198;Flores;Comuna 7;1406;C1406EXO
-58,39175857;-34,6105745;1441;LOS CHICOS;RESTAURANTE;PIZZERIA;MODERNO;4372 6949;;;ENTRE RIOS;118;;ENTRE RIOS AV. 118;Monserrat;Comuna 1;1079;C1079ABO
-58,44244801;-34,56734775;224;Los Chinos;RESTAURANTE;CHINA;;4777 6789;;lunes a lunes de 12 a 15 y de 20 a 00.;LACROZE FEDERICO;2121;;LACROZE, FEDERICO AV. 2121;Palermo;Comuna 14;1426;C1426CPG
-58,37658886;-34,60394528;291;LOS DIOSES;CONFITERIA;INTERNACIONAL;GRIEGA;4325 1400;losdioses@ciudad.com.ar;;MAIPU;371;;MAIPU 371;San Nicolas;Comuna 1;1006;C1006ACA
-58,37592533;-34,62616501;2599;LOS DOS CHINOS;RESTAURANTE;ITALIANA;MODERNO;4300 2290;;;BRASIL;780;;BRASIL 780;San Telmo;Comuna 1;1154;C1154AAL
-58,39134542;-34,60104785;2377;LOS ESTUDIANTES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4375 3236;;lunes a viernes de 7 a 20;RODRIGUEZ PEÃƒâ€˜A;683;;RODRIGUEZ PEÃƒâ€˜A 683;San Nicolas;Comuna 1;;
-58,38505621;-34,60750824;2378;LOS FAROLITOS;RESTAURANTE;INTERNACIONAL;;4371 1855;;;MITRE BARTOLOME;1301;;MITRE, BARTOLOME 1301;San Nicolas;Comuna 1;1036;C1036AAY
-58,39221247;-34,603102;2379;LOS GALGOS;RESTAURANTE;MINUTAS;ANTIGUO;4371 3561;;;LAVALLE;1791;;LAVALLE 1791;San Nicolas;Comuna 1;1048;C1048AAO
-58,38846112;-34,63428551;920;LOS GURISES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4306 1909;;;PERDRIEL;35;;PERDRIEL 35;Barracas;Comuna 4;1280;C1280AEA
-58,38603209;-34,60388247;2380;LOS INMORTALES;RESTAURANTE;PIZZERIA;MODERNO;4373 5303;;lunes a domingo de 12 a 3;CORRIENTES;1369;;CORRIENTES AV. 1369;San Nicolas;Comuna 1;1043;C1043ABA
-58,47444034;-34,56721946;1090;LOS LEÃƒâ€˜OS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4545 6110;;;MONROE;3901;;MONROE 3901;Villa Urquiza;Comuna 12;1430;C1430BLD
-58,37036565;-34,60678779;2381;LOS LEONCITOS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4342 6703;;lunes a viernes de 6 a 20;ALEM LEANDRO N.;92;;ALEM, LEANDRO N. AV. 92;San Nicolas;Comuna 1;1003;C1003AAN
-58,50966981;-34,63452775;2653;LOS LEONES;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4642 1548;;;MAGARIÃƒâ€˜OS CERVANTES A.;5699;;MAGARIÃƒâ€˜OS CERVANTES, A. 5699;Versalles;Comuna 10;;
-58,39871182;-34,59543318;1819;LOS MOLINOS;CAFE;;;4822 0846;;;SANTA FE;2202;;SANTA FE AV. 2202;Recoleta;Comuna 2;1123;C1123AAR
-58,45030272;-34,60184667;2679;LOS NIETOS;;PARRILLA;CLASICO PORTEÑO;4856 7100;;;PUEYRREDON HONORIO DR.;1695;;PUEYRREDON, HONORIO, DR. AV. 1695;Villa Crespo;Comuna 15;1414;C1414CEF
-58,42216624;-34,61188875;643;LOS ORIENTALES;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4983 1202;;;RIVADAVIA;3981;;RIVADAVIA AV. 3981;Almagro;Comuna 5;1204;C1204AAE
-58,4062004;-34,63252777;1577;LOS PATRICIOS;RESTAURANTE;PIZZERIA;MODERNO;4308 0701;;;LA RIOJA;1849;;LA RIOJA 1849;Parque Patricios;Comuna 4;1244;C1244ABM
-58,39823204;-34,59162277;1821;LOS PINOS;CAFE;PARRILLA;CLASICO PORTEÑO;4822 8704;;;AZCUENAGA;1500;;AZCUENAGA 1500;Recoleta;Comuna 2;1115;C1115AAN
-58,39132133;-34,60305916;2382;LOS PIRINEOS;CAFE;SANDWICHERIA;MODERNO;4371 6742;;lunes a domingo de 7.30 a 19.30;LAVALLE;1701;;LAVALLE 1701;San Nicolas;Comuna 1;1048;C1048AAO
-58,39496089;-34,58916174;1820;LOS PORTEÃƒâ€˜OS;CAFE;;CLASICO PORTEÑO;;;;LAS HERAS GRAL.;2101;;LAS HERAS GENERAL AV. 2101;Recoleta;Comuna 2;1127;C1127AAD
-58,44145305;-34,60629078;1024;LOS PORTUGUESES;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4982 6491;;;GALLARDO ANGEL;800;;GALLARDO, ANGEL AV. 800;Caballito;Comuna 6;1405;C1405DJU
-58,47317558;-34,54212433;1507;LOS SAUCES;RESTAURANTE;INTERNACIONAL;MODERNO;4703 3003;;;CABILDO;4601;;CABILDO AV. 4601;Núñez;Comuna 13;1429;C1429ABE
-58,50225601;-34,59481839;2721;LOS SOLES;PUB;PIZZERIA;CLASICO PORTEÑO;4572 1619;;;SAN MARTIN;6155;;SAN MARTIN AV. 6155;Agronomia;Comuna 15;1419;C1419IBE
-58,39642772;-34,63049034;1575;LOS TINTIN;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4308 3204;;;BRASIL;2302;;BRASIL 2302;Parque Patricios;Comuna 4;1260;C1260AAS
-58,50539568;-34,66196675;1306;LOS TULUMBANOS;RESTAURANTE;;;;;;DIRECTORIO;6779;;DIRECTORIO AV. 6779;Mataderos;Comuna 9;1440;C1440ATG
-58,38811093;-34,60128556;2384;LOS UNICOS;CAFE;MINUTAS;CLASICO PORTEÑO;;;;PARANA;634;;PARANA 634;San Nicolas;Comuna 1;1017;C1017AAN
-58,389317;-34,59933696;1822;LOTOS;CAFE;NATURISTA;CLASICO PORTEÑO;4814 4572;;;CORDOBA;1577;;CORDOBA AV. 1577;Recoleta;Comuna 2;1055;C1055AAF
-58,43221034;-34,56987425;293;LOTUS NEO THAI;RESTAURANTE;TAILANDESA;TAILANDESA;4771 4449;;;ORTEGA Y GASSET;1782;;ORTEGA Y GASSET 1782;Palermo;Comuna 14;1426;C1426DHF
-58,45074306;-34,57000145;595;LUCIANA;;ITALIANA;ITALIANA;4783 0975;;;ZABALA;2605;;ZABALA 2605;Colegiales;Comuna 13;1426;C1426DQW
-58,45080876;-34,56989889;525;LUCIANA;RESTAURANTE;ITALIANA;MODERNO;4783 0975;;;AMENABAR;1202;;AMENABAR 1202;Colegiales;Comuna 13;1426;C1426AJV
-58,38101;-34,60204078;2383;LUCIERNAGA;RESTAURANTE;INTERNACIONAL;ANTIGUO;4348 5000;;;PELLEGRINI CARLOS;551;;PELLEGRINI, CARLOS 551;San Nicolas;Comuna 1;1009;C1009ABK
-58,41766542;-34,5858571;294;LUCIO;RESTAURANTE;PIZZERIA;MODERNO;4831 5513;;;GUEMES;4019;;GUEMES 4019;Palermo;Comuna 14;1425;C1425BKW
-58,40901565;-34,60083191;818;LUCKY'S;RESTAURANTE;TRADICIONAL;MODERNO;4961 1715;;;TUCUMAN;3099;;TUCUMAN 3099;Balvanera;Comuna 3;1189;C1189AAG
-58,41418284;-34,58419613;296;LULY CAFE;RESTAURANTE;MINUTAS;MODERNO;4831 1947;;;BERUTI;3796;;BERUTI 3796;Palermo;Comuna 14;1425;C1425BBZ
-58,43361119;-34,65591567;2791;LUNA;CAFE;MINUTAS;MODERNO;;;;RIVERA FRUCTUOSO Gral.;2358;;RIVERA, FRUCTUOSO, GENERAL 2358;Villa Soldati;Comuna 8;1437;C1437GRH
-58,40653273;-34,58615266;1823;LUNA CAFE;CAFE;MINUTAS;MODERNO;4807 0037;;lunes a domingo de 16 a 23;BILLINGHURST;2202;;BILLINGHURST 2202;Recoleta;Comuna 2;1425;C1425DTT
-58,36919914;-34,60201722;2385;LUNA YIP;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4313 2981;solymarh@ciudad.com.ar;;BOUCHARD;474;;BOUCHARD 474;San Nicolas;Comuna 1;1106;C1106ABF
-58,44282549;-34,62101372;1023;MACARENA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4432 2881;;;RIVADAVIA;5499;;RIVADAVIA AV. 5499;Caballito;Comuna 6;1424;C1424CEJ
-58,396257;-34,61406308;819;MACONDO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4952 8719;;;BELGRANO;2101;;BELGRANO AV. 2101;Balvanera;Comuna 3;1094;C1094AAD
-58,37138515;-34,61130067;1439;MADAME MARTOS;RESTAURANTE;PARRILLA;MODERNO;4331 4172;;;MORENO;360;;MORENO 360;Monserrat;Comuna 1;1091;C1091AAH
-58,3706273;-34,60310999;2386;MADERO CITY;RESTAURANTE;MINUTAS;MODERNO;4313 1284;;lunes a sábado de 7 a 21;CORRIENTES;212;;CORRIENTES AV. 212;San Nicolas;Comuna 1;1043;C1043AAP
-58,3823005;-34,60295575;2388;MADRID CAFE;RESTAURANTE;INTERNACIONAL;;4382 1816;;;CERRITO;470;;CERRITO 470;San Nicolas;Comuna 1;1010;C1010AAJ
-58,41457374;-34,58393378;297;MAFALDA;RESTAURANTE;INTERNACIONAL;;4832 7847;;;BERUTI;3816;;BERUTI 3816;Palermo;Comuna 14;1425;C1425BCB
-58,36645346;-34,6096144;1617;MAGNOLIA;RESTAURANTE;;;4342 3000;;lunes a domingo mediodía y noche;MOREAU DE JUSTO ALICIA;1007;;MOREAU DE JUSTO, ALICIA AV. 1007;Puerto Madero;Comuna 1;1107;C1107AAU
-58,45649576;-34,55913184;2807;MAGRITTE;;PIZZERIA;CLASICO PORTEÑO;;;;OLAZABAL;2206;;OLAZABAL 2206;Belgrano;Comuna 13;1428;C1428DHR
-58,42245072;-34,6426557;1491;MAILIN;CAFE;TRADICIONAL;CLASICO PORTEÑO;4923 1524;;;CHICLANA;4258;;CHICLANA AV. 4258;Nueva Pompeya;Comuna 4;1437;C1437JMQ
-58,46759912;-34,6329906;1179;MAIS UM BARRACAS BAR;RESTAURANTE;;;;;;ALBERDI JUAN BAUTISTA;2829;;ALBERDI, JUAN BAUTISTA AV. 2829;Flores;Comuna 7;1406;C1406GSE
-58,41251766;-34,58197779;299;MAITE;CAFE;TRADICIONAL;MODERNO;4807 5565;;;LAS HERAS GRAL.;3786;;LAS HERAS GENERAL AV. 3786;Palermo;Comuna 14;1425;C1425ATO
-58,46372872;-34,56048446;526;MAIZALES;RESTAURANTE;INTERNACIONAL;MODERNO;4547 0710;;;MONROE;2801;;MONROE 2801;Belgrano;Comuna 13;1428;C1428BLU
-58,43508164;-34,62181753;1025;MAIZALES;RESTAURANTE;ITALIANA;MODERNO;4904 0081;;lunes a domingo mediodía y noche;MORENO JOSE MARIA;335;;MORENO, JOSE MARIA AV. 335;Caballito;Comuna 6;1424;C1424AAD
-58,42195065;-34,58113703;298;MAKORI;CAFE;;;4775 5178;;;SANTA FE;4202;;SANTA FE AV. 4202;Palermo;Comuna 14;1425;C1425BHR
-58,42981385;-34,58889792;300;MALASARTES;RESTAURANTE;INTERNACIONAL;ANTIGUO;4831 0743;Horarios: lunes a domingos de 10 al cierre.;;HONDURAS;4999;;HONDURAS 4999;Palermo;Comuna 14;1414;C1414BMO
-58,42982863;-34,58765607;301;MALDITO SALVADOR;RESTAURANTE;MEDITERRANEA;;4832 1765;www.malditosalvador.com.r;lunes a domingo de 10 al cierre;EL SALVADOR;4960;;EL SALVADOR 4960;Palermo;Comuna 14;1414;C1414BPP
-58,41611727;-34,59901242;642;MALEVO;RESTAURANTE;DE AUTOR;ANTIGUO;4861 1008;www.malevo-restaurant.com.ar;;BRAVO MARIO;908;;BRAVO, MARIO 908;Almagro;Comuna 5;1175;C1175ABR
-58,37598732;-34,61265769;1442;MALLORCA;RESTAURANTE;;;4343 2613;;;BELGRANO;695;;BELGRANO AV. 695;Monserrat;Comuna 1;1092;C1092AAG
-58,42406347;-34,58291825;302;MALOUVA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4774 0427;;;CHARCAS;4401;;CHARCAS 4401;Palermo;Comuna 14;1425;C1425BNM
-58,40735874;-34,5886942;303;MALUVA PIZZA;RESTAURANTE;PIZZERIA;MODERNO;4822 2599;;;SANCHEZ DE BUSTAMANTE;2014;;SANCHEZ DE BUSTAMANTE 2014;Recoleta;Comuna 2;1425;C1425DUP
-58,41570363;-34,61090229;644;MAMA CATA;RESTAURANTE;MINUTAS;RUSTICA;4866 0466;;;RIVADAVIA;3500;;RIVADAVIA AV. 3500;Almagro;Comuna 5;1203;C1203AAT
-58,40327214;-34,60202735;820;MAMA JACINTA;RESTAURANTE;;;4962 9194;;;TUCUMAN;2580;;TUCUMAN 2580;Balvanera;Comuna 3;1052;C1052ABD
-58,4264093;-34,58863527;305;MAMA RACHA;RESTAURANTE;;;;;;COSTA RICA;4602;;COSTA RICA 4602;Palermo;Comuna 14;1414;C1414BSJ
-58,43372709;-34,61495389;1026;MAMARELLA;RESTAURANTE;MINUTAS;BOHEMIO;4903 2477;;;CAMPICHUELO;200;;CAMPICHUELO 200;Caballito;Comuna 6;1405;C1405BND
-58,43049282;-34,57237821;304;MAMBO;RESTAURANTE;INTERNACIONAL;;4778 0115;;lunes a sábado de 20 a 00;BAEZ;243;;BAEZ 243;Palermo;Comuna 14;1426;C1426BRE
-58,42397857;-34,63791277;949;MAMMA SILVIA;RESTAURANTE;ITALIANA;ITALIANA;;;martes a domingo de 12 a 15 y de 20 a 00;LA PLATA;1988;;LA PLATA AV. 1988;Boedo;Comuna 5;1250;C1250AAW
-58,43583182;-34,58533068;306;MAMMA ZN;RESTAURANTE;;;;;;HUMBOLDT;1645;;HUMBOLDT 1645;Palermo;Comuna 14;1414;C1414CTO
-58,39291878;-34,60044274;821;MAÃƒâ€˜ANA'S;RESTAURANTE;INTERNACIONAL;MODERNO;4812 4216;;;CALLAO;734;;CALLAO AV. 734;Balvanera;Comuna 3;1023;C1023AAN
-58,42972273;-34,59110701;307;MANAS;;DE AUTOR;;4834 6206;manas_restobar@ciudad.com.ar / manas@argentina.com;martes a sábado de 11 al cierre;ARMENIA;1453;;ARMENIA 1453;Palermo;Comuna 14;1414;C1414DKE
-58,4672289;-34,5444204;1508;MANDARIN'S CAFE;RESTAURANTE;;;4703 2067;;;VILELA;2095;;VILELA 2095;Núñez;Comuna 13;1429;C1429DAC
-58,4042198;-34,58736664;309;MANDOLINA;;DE AUTOR;MODERNO;4805 5550;;lunes a lunes de 12 a 15 y de 20 al cierre;BOLLINI;2138;;BOLLINI 2138;Recoleta;Comuna 2;1425;C1425ECB
-58,44430116;-34,60704775;1027;MANGGIATA;RESTAURANTE;ITALIANA;ITALIANA;4982 6843;;;GALLARDO ANGEL;1008;;GALLARDO, ANGEL AV. 1008;Caballito;Comuna 6;1405;C1405DJX
-58,37372137;-34,60615351;2387;MANGIA;RESTAURANTE;FAST FOOD;MODERNO;4331 5071;mangia_smisoso@hotmail.com;lunes a viernes de 7.30 a 19;SAN MARTIN;150;;SAN MARTIN 150;San Nicolas;Comuna 1;1004;C1004AAD
-58,42963231;-34,5721695;308;MANGLA LOUNGE;RESTAURANTE;INTERNACIONAL;BRITANICA;4774 1787;www.mangla.com.ar;;ARGUIBEL ANDRES;2859;;ARGUIBEL, ANDRES 2859;Palermo;Comuna 14;1426;C1426DKA
-58,38959303;-34,63403611;921;MANIAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;CASEROS;1952;;CASEROS AV. 1952;Barracas;Comuna 4;1152;C1152ABP
-58,40622729;-34,59417738;1824;MANJARES;RESTAURANTE;MINUTAS;MODERNO;4822 4040;;lunes a sábado de 7 a 23;CHARCAS;2802;;CHARCAS 2802;Recoleta;Comuna 2;1425;C1425BMH
-58,47840113;-34,6328606;1220;MANJARES NATURALES;RESTAURANTE;NATURISTA;MODERNO;4671 7187;;;RIVADAVIA;8155;;RIVADAVIA AV. 8155;Floresta;Comuna 10;1407;C1407DYD
-58,40047592;-34,60742764;823;MANJARES RESTO BAR;RESTAURANTE;MINUTAS;MODERNO;4951 2974;;;PERON JUAN DOMINGO TTE.;2390;;PERON, JUAN DOMINGO, TTE. GENERAL 2390;Balvanera;Comuna 3;1040;C1040AAL
-58,38611059;-34,58689579;1825;MANOLETE;RESTAURANTE;MINUTAS;ANTIGUO;4816 4436;www.manolete.com.ar;lunes a sábado de 8 a 00;CALLAO;2081;;CALLAO AV. 2081;Recoleta;Comuna 2;1024;C1024AAG
-58,37241093;-34,6255013;2601;MANOLO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4307 8743;;lunes a domingo de 7 a 1;BRASIL;488;;BRASIL 488;San Telmo;Comuna 1;1154;C1154AAF
-58,41480137;-34,57951049;310;MANOLO;BAR;;ANTIGUO;4804 4297;;;CABELLO;3958;;CABELLO 3958;Palermo;Comuna 14;1425;C1425APT
-58,40921344;-34,61984114;822;MAÃƒâ€˜ON;RESTAURANTE;MINUTAS;MODERNO;4932 4030;;;URQUIZA Gral.;798;;URQUIZA, Gral. 798;Balvanera;Comuna 3;1221;C1221ADF
-58,38419416;-34,59620716;2022;MANTRA;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4811 9061;mantrarestobar@hotmail.com;;LIBERTAD;1053;;LIBERTAD 1053;Retiro;Comuna 1;1012;C1012AAU
-58,41129326;-34,58599997;311;MANUCHO;RESTAURANTE;INTERNACIONAL;;4824 3679;;;BERUTI;3479;;BERUTI 3479;Palermo;Comuna 14;1425;C1425BBS
-58,41463041;-34,59476044;1826;MANUK;CAFE;MINUTAS;MODERNO;4961 8001;;lunes a sábado de 7.30 a 23;BRAVO MARIO;1287;;BRAVO, MARIO 1287;Recoleta;Comuna 2;1175;C1175ABW
-58,38988782;-34,6043409;2389;MAQUIAVELO DE FLORENCIA;RESTAURANTE;INTERNACIONAL;MODERNO;6320 5332;;lunes a jueves de 9 a 1 - viernes a domingo de 9 a 4;CORRIENTES;1660;;CORRIENTES AV. 1660;San Nicolas;Comuna 1;1042;C1042AAP
-58,3787283;-34,61632392;1443;MARAXE;RESTAURANTE;ESPAÃ‘OLA;ESPAÑOL;4345 1569;;lunes y domingo de 12 a 16. martes a sábado de lunes a lunes de 12 a 16 y de 20 a 00;CHILE;899;;CHILE 899;Monserrat;Comuna 1;1098;C1098AAQ
-58,45982722;-34,55657584;527;MARCE;RESTAURANTE;;;;;;VUELTA DE OBLIGADO;2611;;VUELTA DE OBLIGADO 2611;Belgrano;Comuna 13;1428;C1428ADQ
-58,50296832;-34,57345567;2810;MARCE;;;CLASICO PORTEÑO;4572 8911;;;DE LOS CONSTITUYENTES;5801;;DE LOS CONSTITUYENTES AV. 5801;Villa Urquiza;Comuna 12;1431;C1431EZJ
-58,41221445;-34,58495278;312;MARENGO;RESTAURANTE;;;4829 9010;;;ALVAREZ JULIAN;2774;;ALVAREZ, JULIAN 2774;Palermo;Comuna 14;1425;C1425DHR
-58,47332478;-34,63735465;1218;MARGARITA;RESTAURANTE;PIZZERIA;MODERNO;4637 3838;;;DIRECTORIO;3400;;DIRECTORIO AV. 3400;Parque Avellaneda;Comuna 9;1407;C1407HFN
-58,4255771;-34,59120906;313;MARHABA 2000;RESTAURANTE;ARABE;ARABE;4833 4222;marhabaresto@hotmail.com;;SCALABRINI ORTIZ RAUL;1550;;SCALABRINI ORTIZ, RAUL AV. 1550;Palermo;Comuna 14;1414;C1414DOP
-58,38046374;-34,59774394;2021;MARIA & CIA.;BAR;MINUTAS;CLASICO PORTEÑO;4328 3437;;lunes a viernes de 8 a 19;PARAGUAY;945;;PARAGUAY 945;Retiro;Comuna 1;1057;C1057AAM
-58,43909046;-34,56486694;315;MARIA FELIX;RESTAURANTE;MEXICANA;MEXICANO;4775 0380;www.mariafelix.com.ar;;SOLDADO DE LA INDEPENDENCIA;1150;;SOLDADO DE LA INDEPENDENCIA 1150;Palermo;Comuna 14;1426;C1426BTP
-58,43274139;-34,5895403;314;MARIA FULÃ¢â‚¬Å“;RESTAURANTE;BRASILERA;BRASILERA;4831 0103;www.mariafulocatering.cm;martes a sábado noche sábado y domingo mediodía y noche;CABRERA JOSE A.;5065;;CABRERA, JOSE A. 5065;Palermo;Comuna 14;1414;C1414BGQ
-58,41006145;-34,59114803;1828;MARIA MARIA;CAFE;MINUTAS;MODERNO;4821 3817;;lunes a vie de 10 a 21;GUEMES;3140;;GUEMES 3140;Recoleta;Comuna 2;1425;C1425BKF
-58,38414701;-34,59668741;2023;MARIA PEPE;BAR;TRADICIONAL;BOHEMIO;4812 4448;;;LIBERTAD;1027;;LIBERTAD 1027;Retiro;Comuna 1;1012;C1012AAU
-58,40828253;-34,59117657;1827;MARIBEL Y CIA;CAFE;;;4823 0237;;;GALLO;1675;;GALLO 1675;Recoleta;Comuna 2;1425;C1425EFI
-58,41567283;-34,58544377;316;MARINI;RESTAURANTE;INTERNACIONAL;MODERNO;4831 5277;marinigourmet@yahoo.com.ar;;SANTA FE;3666;;SANTA FE AV. 3666;Palermo;Comuna 14;1425;C1425BGY
-58,42728687;-34,58922683;317;MARK'S DELI & COFFEE HOUSE;RESTAURANTE;SANDWICHERIA;DISEÑO;4832 6244;;;EL SALVADOR;4701;;EL SALVADOR 4701;Palermo;Comuna 14;1414;C1414BPK
-58,41665724;-34,58668413;319;MARROCO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4317 8673;www.palermoonline.com.ar;;GUEMES;3902;;GUEMES 3902;Palermo;Comuna 14;1425;C1425BKV
-58,37314544;-34,64560826;922;MARTIN;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4302 3719;;;MONTES DE OCA MANUEL;1602;;MONTES DE OCA, MANUEL 1602;Barracas;Comuna 4;1270;C1270ABQ
-58,39360505;-34,61048707;825;MARTIN;CAFE;MINUTAS;CLASICO PORTEÑO;;;;YRIGOYEN HIPOLITO;1914;;YRIGOYEN, HIPOLITO 1914;Balvanera;Comuna 3;1089;C1089AAL
-58,4225301;-34,58073531;318;MARTINEZ;RESTAURANTE;MINUTAS;MODERNO;4776 1870;;;SANTA FE;4298;;SANTA FE AV. 4298;Palermo;Comuna 14;1425;C1425BHR
-58,46259357;-34,62904343;1178;MARTIN FIERRO;RESTAURANTE;;;;;;RIVERA INDARTE;22;;RIVERA INDARTE AV. 22;Flores;Comuna 7;1406;C1406DXB
-58,37841944;-34,5988322;1829;MASTER;CAFE;MINUTAS;CLASICO PORTEÑO;4815 7177;;;CORDOBA;811;;CORDOBA AV. 811;Retiro;Comuna 1;1054;C1054AAH
-58,40975273;-34,6139532;827;MATARAAN AA KENNY;CAFE;MINUTAS;ELEGANTE;4931 9469;;;MORENO;3099;;MORENO 3099;Balvanera;Comuna 3;1209;C1209ABE
-58,40068446;-34,6098808;826;MATEO;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4951 4118;;;RIVADAVIA;2402;;RIVADAVIA AV. 2402;Balvanera;Comuna 3;1034;C1034ACQ
-58,36226787;-34,63287027;1241;MATERELLO;RESTAURANTE;ITALIANA;ITALIANA;4307 0529;;lunes a domingo de 10 a 22;RODRIGUEZ MARTIN;517;;RODRIGUEZ, MARTIN 517;Boca;Comuna 4;1159;C1159ADC
-58,37236712;-34,63315404;923;MATIAS BARRACAS;RESTAURANTE;INTERNACIONAL;MODERNO;4362 7061;;;AZARA;108;;AZARA 108;Barracas;Comuna 4;1267;C1267ABD
